-1.391581318347475893e+00 -2.000339449914570356e+00
-2.957178139006630957e-01 1.089479383344355012e+00
1.597839906672635424e+00 -2.488786391002739684e-01
-4.411721445064159530e-02 8.024269666077816776e-01
-1.798125068861318454e-01 9.312783756266871382e-01
1.335942317627882403e+00 1.296011697756718206e-01
-1.596618454861702618e+00 -2.830484897745217943e+00
1.099794738290544721e-01 1.144080183895108238e+00
-3.202861288147783037e-01 1.574552288320578031e+00
1.555450837108462103e+00 -7.301430924095619890e-02
1.113011730077683836e+00 -2.315611404658226014e-01
2.045858913884891772e-01 5.926451557481057231e-01
-1.920555318837684267e+00 -3.050225762495481607e+00
-1.880372918195156312e-02 1.085760940804018526e+00
-1.866253094991306760e+00 -3.115185708454758284e+00
-1.668686258772291708e+00 -2.836673864419465563e+00
1.161284468634831368e+00 5.339022380733232653e-02
-1.470104590473707562e+00 -1.996354291428240835e+00
-1.316497113347739667e+00 -1.797981709472280087e+00
-1.407526956314114341e-01 1.117891473195196106e+00
1.422122594590918609e+00 4.750276131455462014e-01
2.025554442303268560e-02 1.336406576938976354e+00
1.095544373368286140e+00 1.241070513678149134e-01
-1.727454721934039983e-01 5.969729587339691612e-01
1.604274511608501319e+00 -3.022511411479530397e-01
-1.470876735195587814e+00 -2.266074668137119552e+00
1.338072095907191450e+00 3.129110701388673199e-01
3.538320362163860922e-01 7.320146252356252159e-01
-2.099176523977756004e-01 1.483668272418654732e+00
-2.277397984661093666e-01 1.016688089816766949e+00
-6.117696533280301274e-01 1.226433241914554051e+00
1.409417812942261559e-02 1.287017829377013367e+00
-9.808424428227933631e-03 1.116377688686714720e+00
3.537891552191479438e-01 4.587705126157689550e-01
-2.454662049700417348e-01 1.045180661031161140e+00
-2.302042688664148462e-01 1.420968247373961990e+00
-1.479431107558191849e+00 -2.326058319062463298e+00
9.681556810142684377e-02 1.213694726684333425e+00
-1.521603036474100223e+00 -1.801867864849745704e+00
-2.155332663757308087e-01 1.149646983522369714e+00
2.925359200253253578e-01 9.424601823582499094e-01
-1.869259294930186499e+00 -2.912666591391611881e+00
-1.565901566351253660e+00 -2.089958546844204790e+00
2.914712852863066139e-01 5.211728867349108008e-01
9.477377306005064783e-01 3.045612676698835064e-01
1.388567740201262612e+00 1.583094578597269431e-01
-4.553552851067497326e-02 7.924256920760676115e-01
3.470239028785759849e-02 1.304146960706422220e+00
1.512139546553533109e-01 1.165410390313548428e+00
1.215180333350417197e+00 1.843872745508662314e-01
-1.831900492201808506e+00 -2.894822972167252928e+00
1.152196346817921796e-01 9.509339743868110428e-01
-1.643752271353587036e+00 -2.424651866054260196e+00
-1.107857173715271593e+00 -1.623696771740464673e+00
1.951197896574806467e+00 1.435731193092221192e-01
1.842500100130275709e-01 4.694262470534776854e-01
-1.507954162634765005e+00 -2.374084789676448537e+00
-6.270478189244439900e-03 7.869190086726910449e-01
-1.431762019618761261e+00 -1.982559430942833156e+00
-3.913408501514559767e-01 1.658418239758793433e+00
1.888886525770836766e-01 9.497980001444832343e-01
-1.056631786577545196e+00 -7.248618109630063922e-01
-1.182863332134325374e+00 -9.541276008005595832e-01
-1.522333774729850209e+00 -2.358127362630221491e+00
-1.203661415657508726e-01 1.528107583056473207e+00
1.028932584032863140e+00 3.841653748360850940e-01
-1.772407222656363412e+00 -3.017721205959317476e+00
-3.549775537997325037e-01 9.544896485471474623e-01
-1.734975987700871025e+00 -3.194044184628424432e+00
-1.198940130632392798e+00 -1.176900231298597888e+00
4.507071156288083857e-01 8.986656177674043899e-01
1.490174018935200406e+00 -2.440375295769825481e-01
-6.065779573016819026e-02 1.517580020294632348e+00
-6.629087985996677534e-02 9.330270399506352952e-01
2.031240190690652980e+00 -1.176423341166032976e-01
-1.587508124937982990e+00 -2.454501423643277835e+00
1.794807295183654228e+00 2.276843437976753259e-01
4.653455926567568457e-01 6.527182565085426491e-01
-6.371687172929419996e-01 1.258611637629320157e+00
-1.256242253281740551e+00 -1.905230537510409050e+00
-1.817313278686770062e+00 -2.965989962027206772e+00
2.058154379995317806e-01 1.046711912789319188e+00
6.399100123968799458e-01 7.945592250497381936e-01
-1.740683180766485760e+00 -2.724317517100002917e+00
-1.422734882783170729e+00 -1.918521807825996905e+00
1.722979228206814595e+00 4.746673323151595625e-04
-1.742548080867956317e+00 -2.885202035296311251e+00
6.459547372534668597e-01 4.002465125155951764e-01
9.327226967940137337e-02 7.917080866124492911e-01
1.207238024106800145e+00 3.906909424961035326e-01
-1.615524684124894916e+00 -2.067475231165955663e+00
1.556030029343123511e+00 -3.900579747930147390e-01
-5.553940797716970870e-03 7.574237944142991896e-01
3.833030465695527189e-01 9.076224066884402975e-01
-2.087901037163932827e+00 -3.545114292397540723e+00
-1.035019678494738082e+00 -1.454579905423497355e+00
1.689722321716656150e+00 1.732455525801305241e-01
4.353430823385124881e-01 8.947062918786550245e-01
1.288696892837172259e+00 -4.251712005763549906e-01
-3.369841490724889005e-02 1.108351759832005845e+00
-1.541600752010080511e-01 1.289071737671098727e+00
1.655297706140737013e+00 9.517495096785699715e-02
-1.444609842440308656e+00 -2.014586870097449633e+00
2.272523130141915204e-01 7.318998078928652395e-01
-9.641575249589802443e-02 7.371108242713424463e-01
8.429756032050980674e-02 4.793436333526694959e-01
2.877812478255620254e-01 1.214501762165498544e+00
-1.534694484716472074e+00 -1.771879481073136864e+00
-4.140304374644673824e-01 1.688582798973452537e+00
-1.703076600091787629e+00 -2.858862660912303344e+00
-1.669889318880831475e+00 -2.326257570841206324e+00
2.134844634266668539e-01 6.508620313260466972e-01
-3.904291631030537557e-02 1.416591752644380531e+00
2.268025361480638491e+00 -6.477152070036553688e-01
-1.402774809181561499e+00 -1.423043414729491696e+00
1.094494618315099865e+00 4.718716520256185376e-01
1.804311019505439040e+00 -3.793167545884207348e-01
-2.481692830656968829e-01 1.232040980752161063e+00
3.777720234538457702e-03 1.228981469320409303e+00
-2.691763114457494388e-01 1.317722552976013484e+00
-1.924611222615124184e+00 -3.153784925904165704e+00
1.641779244723912790e+00 -3.213130815232487780e-01
1.205135166296824323e-01 1.372177087471075030e+00
1.831110796300394472e-01 5.427306964771997366e-01
-6.243667510718259317e-02 7.434460122298239826e-01
1.444529359067103336e+00 -1.831370418542803691e-01
1.488709589272545486e+00 4.708228213518372840e-01
1.573109915454949746e-03 6.384860126406209924e-01
1.536602944393608450e+00 1.681350797792557916e-02
-2.519165526542327949e-01 1.303847886923554800e+00
2.070431975133337488e-01 1.235671186158371349e+00
